query_id,canonical_label,species,text,script_mix,colour,margin,distribution,texture,organ,severity,coverage,is_healthy,split
26,rose_healthy,rose,sir ji leaf pe रोपटं व्यवस्थित आहे,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
27,rose_healthy,rose,पानावर paudha bilkul theek lag raha hai yeh kya bimari hai,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
28,rose_healthy,rose,sir ji patti par paudha bilkul theek lag raha hai,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
29,rose_healthy,rose,sir ji patti par झाड निरोगी दिसतंय kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
30,rose_healthy,rose,"मला एक अडचण आहे, पानावर kuch bhi ajeeb nahi laga spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
31,rose_healthy,rose,"leaf pe sab healthy hai, bas photo check karwani thi spray kia daalu",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
32,rose_healthy,rose,"photo bhej raha hoon, dekhiye leaf pe रोपटं व्यवस्थित आहे kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
33,rose_healthy,rose,"namaskar, ek problem hai - पत्ते पर paudha bilkul theek lag raha hai spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
34,rose_healthy,rose,पानावर झाड निरोगी दिसतंय काय करावं सांगा,devanagari,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
35,rose_healthy,rose,patti par paudha bilkul theek lag raha hai,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
36,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, koi dikkat nahi hai abhi spray kya daalu",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
37,rose_healthy,rose,leaf pe paudha bilkul theek lag raha hai spray kya daalu,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
38,rose_healthy,rose,leaf pe झाड निरोगी दिसतंय काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
39,rose_healthy,rose,पत्ते पर koi dikkat nahi hai abhi kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
40,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, patti par paudha bilkul theek lag raha hai ilaj bataiye please",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
41,rose_healthy,rose,bhaiya dekhiye patti par koi dikkat nahi hai abhi kya karu bataiye,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
42,rose_healthy,rose,sir ji पानावर kuch bhi ajeeb nahi laga ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
43,rose_healthy,rose,पत्ते पर झाड निरोगी दिसतंय spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
44,rose_healthy,rose,"photo bhej raha hoon, dekhiye leaf pe koi dikkat nahi hai abhi",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
45,rose_healthy,rose,patti par paudha bilkul theek lag raha hai काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
46,rose_healthy,rose,"namaskar, ek problem hai - पानावर kuch bhi ajeeb nhi laga yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
47,rose_healthy,rose,"namaskar, ek problem hai - झाड निरोगी दिसतंय yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
48,rose_healthy,rose,"मला एक अडचण आहे, patti par रोपटं व्यवस्थित आहे",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
49,rose_healthy,rose,"namaskar, ek problem hai - koi dikkat nahi hai abhi yeh kya bimari hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
50,rose_healthy,rose,bhya dekhiye पानावर रोपटं व्यवस्थित आहे yeh kya bimari h,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
52,rose_healthy,rose,"मला एक अडचण आहे, पत्ते पर koi dikkat nahi hai abhi",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
53,rose_healthy,rose,bhaiya dekhiye leaf pe kuch bhi ajeeb nahi laga kya karu bataiye,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
54,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, पानावर sab healthy hai, bas photo check karwani thi spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
55,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, koi dikkat nahi hai abhi",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
56,rose_healthy,rose,"photo bhej raha hoon, dekhiye leaf pe kuch bhi ajeeb nahi laga",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
57,rose_healthy,rose,bhaiya dekhiye koi dikkat nhi hai abhi काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
58,rose_healthy,rose,पानावर झाड निरोगी दिसतंय spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
59,rose_healthy,rose,"namaskar, ek problem hai - patti par sab healthy hai, bas photo check karwani thi spray kya daalu",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
60,rose_healthy,rose,"photo bhej raha hoon, dekhiye पानावर koi dikkat nahi hai abhi kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
61,rose_healthy,rose,patti par झाड निरोगी दिसतंय yeh kya bimari hai,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
62,rose_healthy,rose,पत्ते पर paudha bilkul theek lag raha hai kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
63,rose_healthy,rose,"मला एक अडचण आहे, पत्ते पर paudha bilkul theek lag raha hai kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
64,rose_healthy,rose,"photo bhej raha hoon, dekhiye पत्ते पर sab healthy hai, bas photo check karwani thi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
65,rose_healthy,rose,"namaskar, ek problem hai - पानावर झाड निरोगी दिसतंय kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
66,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, पानावर झाड निरोगी दिसतंय काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
67,rose_healthy,rose,"photo bhej raha hoon, dekhiye patti par रोपटं व्यवस्थित आहे yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
68,rose_healthy,rose,पत्ते पर kuch bhi ajeeb nahi laga spray kia daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
69,rose_healthy,rose,"bhaiya dekhiye पत्ते पर sab healthy hai, bas photo check karwani thi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
70,rose_healthy,rose,"मला एक अडचण आहे, leaf pe kuch bhi ajeeb nahi laga ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
72,rose_healthy,rose,bhaiya dekhiye पत्ते पर kuch bhi ajeeb nahi laga,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
73,rose_healthy,rose,"photo bhej raha hoon, dekhiye पानावर रोपटं व्यवस्थित आहे yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
74,rose_healthy,rose,"bhaiya dekhiye पानावर sab healthy hai, bas photo check karwani thi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
75,rose_healthy,rose,"namaskar, ek problem hai - पानावर रोपटं व्यवस्थित आहे",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
77,rose_healthy,rose,bhaiya dekhiye leaf pe paudha bilkul theek lag raha hai ilaj bataiye please,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
78,rose_healthy,rose,leaf pe रोपटं व्यवस्थित आहे ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
79,rose_healthy,rose,"photo bhej raha hoon, dekhiye sab healthy hai, bas photo check karwani thi ilaj bataiye please",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
80,rose_healthy,rose,leaf pe koi dikkat nahi hai abhi,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
82,rose_healthy,rose,"पत्ते पर sab healthy hai, bas photo check karwani thi kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
83,rose_healthy,rose,sir ji पत्ते पर kuch bhi ajeeb nahi laga kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
84,rose_healthy,rose,पानावर paudha bilkul theek lag raha hai काय करावं सांगा,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
85,rose_healthy,rose,"पानावर sab healthy hai, bas photo check karwani thi काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
86,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, kuch bhi ajeeb nahi laga काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
87,rose_healthy,rose,"photo bhej raha hoon, dekhiye leaf pe sab healthy hai, bas photo check karwani thi ilaj bataiye please",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
88,rose_healthy,rose,"sir ji पत्ते पर sab healthy hai, bas photo check karwani thi काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
89,rose_healthy,rose,leaf pe koi dikkat nahi hai abhi ilaj bataiye please,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
91,rose_healthy,rose,"पत्ते पर sab healthy hai, bas photo check karwani thi yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
92,rose_healthy,rose,"photo bhej raha hoon, dekhiye leaf pe झाड निरोगी दिसतंय",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
93,rose_healthy,rose,"patti par sab healthy hai, bas photo check karwani thi kya karu bataiye",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
94,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, झाड निरोगी दिसतंय spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
95,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, पानावर koi dikkat nahi hai abhi",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
96,rose_healthy,rose,sir ji patti par kuch bhi ajeeb nahi laga spray kya daalu,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
97,rose_healthy,rose,"मला एक अडचण आहे, पानावर kuch bhi ajeeb nahi laga ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
99,rose_healthy,rose,"मला एक अडचण आहे, leaf pe sab healthy hai, bas photo check karwani thi",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
100,rose_healthy,rose,"namaskar, ek problem hai - पत्ते पर रोपटं व्यवस्थित आहे ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
101,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, leaf pe रोपटं व्यवस्थित आहे yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
102,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, leaf pe paudha bilkul theek lag raha hai काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
104,rose_healthy,rose,"मला एक अडचण आहे, leaf pe sab healthy hai, bas photo check karwani thi काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
105,rose_healthy,rose,"मला एक अडचण आहे, पानावर paudha bilkul theek lag raha hai yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
106,rose_healthy,rose,sir ji leaf pe झाड निरोगी दिसतंय kya karu bataiye,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
107,rose_healthy,rose,"photo bhej raha hoon, dekhiye पानावर झाड निरोगी दिसतंय",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
108,rose_healthy,rose,"मला एक अडचण आहे, पानावर paudha bilkul theek lag raha hai spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
109,rose_healthy,rose,पानावर रोपटं व्यवस्थित आहे काय करावं सांगा,devanagari,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
110,rose_healthy,rose,patti par paudha bilkul theek lag raha hai yeh kya bimari hai,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
111,rose_healthy,rose,"मला एक अडचण आहे, पत्ते पर sab healthy hai, bas photo check karwani thi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
112,rose_healthy,rose,kuch bhi ajeeb nahi laga yeh kya bimari hai,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
114,rose_healthy,rose,"photo bhej raha hoon, dekhiye पानावर koi dikkat nahi hai abhi spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
115,rose_healthy,rose,"मला एक अडचण आहे, पत्ते पर paudha bilkul theek lag raha hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
116,rose_healthy,rose,"photo bhej raha hoon, dekhiye patii par रोपटं व्यवस्थित आहे ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
117,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, पानावर रोपटं व्यवस्थित आहे",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
118,rose_healthy,rose,"namaskar, ek problem hai - kuch bhi ajeeb nahi laga yeh kya bimari hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
119,rose_healthy,rose,patti par झाड निरोगी दिसतंय,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
120,rose_healthy,rose,"namaskar, ek problem hai - patti par kuch bhi ajeeb nahi laga",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
121,rose_healthy,rose,bhaiya dekhiye पत्ते पर paudha bilkul theek lag raha hai spray kia daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
122,rose_healthy,rose,"sir ji leaf pe sab healthy hai, bas photo check karwani thi काय करावं सांगा",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
123,rose_healthy,rose,"मला एक अडचण आहे, patti par kuch bhi ajeeb nahi laga",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
124,rose_healthy,rose,sir ji patta par koi dikkat nahi hai abhi spray kya daalu,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
125,rose_healthy,rose,bhaiya dekhiye leaf pe रोपटं व्यवस्थित आहे ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
126,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, पत्ते पर रोपटं व्यवस्थित आहे",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
127,rose_healthy,rose,sir ji रोपटं व्यवस्थित आहे ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
128,rose_healthy,rose,sir ji पानावर रोपटं व्यवस्थित आहे spray kya daalu,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
129,rose_healthy,rose,bhaiya dekhiye पानावर झाड निरोगी दिसतंय ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
130,rose_healthy,rose,"मला एक अडचण आहे, leaf pe रोपटं व्यवस्थित आहे yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
131,rose_healthy,rose,"मला एक अडचण आहे, leaf pe sab healthy hai, bas photo check karwani thi kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
133,rose_healthy,rose,"मला एक अडचण आहे, पानावर sab healthy hai, bas photo check karwani thi ilaj bataiye please",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
134,rose_healthy,rose,"मला एक अडचण आहे, leaf pe रोपटं व्यवस्थित आहे",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
135,rose_healthy,rose,"namaskar, ek problem hai - leaf pe झाड निरोगी दिसतंय yeh kya bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
136,rose_healthy,rose,bhaiya dekhiye leaf pe झाड निरोगी दिसतंय,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
137,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, पत्ते पर झाड निरोगी दिसतंय yeh kia bimari hai",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
138,rose_healthy,rose,"Sir mera paudha kharab ho raha hai, leaf pe sab healthy hai, bas photo check karwani thi kya karu bataiye",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
139,rose_healthy,rose,patti par koi dikkat nahi hai abhi yeh kya bimari hai,latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
140,rose_healthy,rose,"मला एक अडचण आहे, leaf pe paudha bilkul theek lag raha hai kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
142,rose_healthy,rose,"namaskar, ek problem hai - patti par sab healthy hai, bas photo check karwani thi kya karu bataiye",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
144,rose_healthy,rose,"पानावर sab healthy hai, bas photo check karwani thi spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
145,rose_healthy,rose,bhaiya dekhiye झाड निरोगी दिसतंय,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
146,rose_healthy,rose,पत्ते पर paudha bilkul theek lag raha hai yeh kya bimari hai,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
147,rose_healthy,rose,"sab healthy hai, bas photo check karwani thi ilaj bataiye please",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
148,rose_healthy,rose,"photo bhej raha hoon, dekhiye leaf pe sab healthy hai, bas photo check karwani thi yeh kya bimari hai",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
149,rose_healthy,rose,"sir ji पानावर sab healthy hai, bas photo check karwani thi kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
150,rose_healthy,rose,"पानावर sab healthy hai, bas photo check karwani thi kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
152,rose_healthy,rose,"पानावर sab healthy hai, bas photo check karwani thi",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
153,rose_healthy,rose,bhaiya dekhiye पत्ते पर झाड निरोगी दिसतंय ilaj bataiye please,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
154,rose_healthy,rose,"namaskar, ek problem hai - रोपटं व्यवस्थित आहे",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
155,rose_healthy,rose,"photo bhej raha hoon, dekhiye leaf pe kuch bhi ajeeb nahi laga kya karu bataiye",latin_hinglish,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,test
156,rose_healthy,rose,sir ji पत्ते पर koi dikkat nahi hai abhi,mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,val
157,rose_healthy,rose,"namaskar, ek problem hai - पत्ते पर paudha bilkul theek lag raha hai kya karu bataiye",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
158,rose_healthy,rose,"मला एक अडचण आहे, leaf pe koi dikkat nahi hai abhi spray kya daalu",mixed_script,not_applicable,not_applicable,not_applicable,not_applicable,leaf,0,0.0,1,train
